entry_id,phrase_id,phrase_alt_raw,phrase_alt_norm,phrase_ru,raw_block
4518,1,канатту сӧстӧр крылатые слова,канатту сӧстӧр крылатые слова,,канатту сӧстӧр крылатые слова
4522,1,колдоры канду руки в крови,колдоры канду руки в крови,"Бӧрӱ јизе де, јибезе де – оозы канду (Погов.) Без вины виноватый (букв. То ли волк съест, то ли не съест – рот у него всё равно в крови","колдоры канду руки в крови; Бӧрÿ јизе де, јибезе де – оозы канду (Погов.) Без вины виноватый (букв. То ли волк съест, то ли не съест – рот у него всё равно в крови"
4524,1,"кандый да болзо как бы то ни было, во всяком случае, так или иначе","кандый да болзо как бы то ни было, во всяком случае, так или иначе",,"кандый да болзо как бы то ни было, во всяком случае, так или иначе"
4526,1,кандый ла болбой всякое может быть,кандый ла болбой всякое может быть,,кандый ла болбой всякое может быть
4557,1,Каныккан кулактыҥ маказы канбайт (Погов.) Его ничем не уди- вишь (букв. Привыкшее ухо наслаждения не получает),каныккан кулактыҥ маказы канбайт (погов.) его ничем не удивишь (букв. привыкшее ухо наслаждения не получает),,Каныккан кулактыҥ маказы канбайт (Погов.) Его ничем не уди- вишь (букв. Привыкшее ухо наслаждения не получает)
4561,1,Алтай-Каҥай Алтай- Хангай,алтай-каҥай алтайхангай,,Алтай-Каҥай Алтай- Хангай
4601,1,јӱректиҥ кабы анат. сер- дечная сумка,јӱректиҥ кабы анат. сердечная сумка,"акчаныҥ кабы мот, транжира; курсактыҥ кабы обжора; аракыныҥ кабы пьяница","јÿректиҥ кабы анат. сер- дечная сумка; акчаныҥ кабы мот, транжира; курсактыҥ кабы обжора; аракыныҥ кабы пьяница"
4602,1,Јаман ийт аркадаҥ кабар (Погов.) Плохой человек нападает сзади (букв. Плохая собака хватает сзади),јаман ийт аркадаҥ кабар (погов.) плохой человек нападает сзади (букв. плохая собака хватает сзади),,Јаман ийт аркадаҥ кабар (Погов.) Плохой человек нападает сзади (букв. Плохая собака хватает сзади)
4603,1,кап- каш балу проказа -,капкаш балу проказа -,,кап- каш балу проказа -
4604,1,"Байдыҥ кӧзи ач, колы капкыр (Посл.) У богача глаза жад- ные, руки цепкие","байдыҥ кӧзи ач, колы капкыр (посл.) у богача глаза жадные, руки цепкие",,"Байдыҥ кӧзи ач, колы капкыр (Посл.) У богача глаза жад- ные, руки цепкие"
4606,1,капсай в обхват,капсай в обхват,,капсай в обхват
4634,1,астр. Кардыҥ Јолы астр. Млечный Путь,астр. кардыҥ јолы астр. млечный путь,,астр. Кардыҥ Јолы астр. Млечный Путь
4636,1,Кара та- лай Чёрное море,кара талай чёрное море,"кара агаш темное дерево (сосна, ель); тырмактыҥ каразынча очень мало (букв. с черноту под ногтем); кара сананар желать зла; кара тери чачылар (кара терге тӱжер) обливаться потом; кара калаш јип отурар сидеть только на хлебе и воде, терпеть нужду; кара тӱнге тӱжер быть без настроения, впадать в печаль; кара кебин тартынар мрачнеть","Кара та- лай Чёрное море; кара агаш темное дерево (сосна, ель); тырмактыҥ каразынча очень мало (букв. с черноту под ногтем); кара са- нанар желать зла; кара тери чачылар (кара терге тÿжер) обливаться потом; кара калаш јип отурар сидеть только на хлебе и воде, терпеть нужду; кара тÿнге тÿжер быть без настроения, впадать в печаль; кара кебин тартынар мрачнеть"
4659,1,"кара-кӱреҥ jӱрер жить хорошо, благополучно","кара-кӱреҥ jӱрер жить хорошо, благополучно",,"кара-кÿреҥ jÿрер жить хорошо, благополучно"
4671,1,Карам эки катап тӧлӧйт (Посл.) Скупой платит дважды,карам эки катап тӧлӧйт (посл.) скупой платит дважды,,Карам эки катап тӧлӧйт (Посл.) Скупой платит дважды
4682,1,Эки карамчыныҥ колы једишпес (Посл.) У двоих скупцов руки не дотянутся друг до друга,эки карамчыныҥ колы једишпес (посл.) у двоих скупцов руки не дотянутся друг до друга,,Эки карамчыныҥ колы једишпес (Посл.) У двоих скупцов руки не дотянутся друг до друга
4685,1,"каран бастыгар (каран бастырар, каранга бастырар) ви- деть кошмарный сон","каран бастыгар (каран бастырар, каранга бастырар) видеть кошмарный сон","караны кадар зло берёт; Карамдаганы каран барар (Погов.) То, чем поскупились, зря пропадёт","каран бастыгар (каран бастырар, каранга бастырар) ви- деть кошмарный сон; караны кадар зло бе- рёт; Карамдаганы каран барар (Погов.) То, чем поскупились, зря пропадёт"
4696,1,санаазы караҥуйлаар 1) кружиться (о голове),санаазы караҥуйлаар 1) кружиться (о голове),2) опечаливаться; 3) испытывать страх,санаазы караҥуйлаар 1) кружиться (о голове); 2) опе- чаливаться; 3) испытывать страх
4697,1,санаазы караҥуйланар голова закружи- лась,санаазы караҥуйланар голова закружилась,,санаазы караҥуйланар голова закружи- лась
4700,1,ӧзӧк-бууры карарар проголодаться,ӧзӧк-бууры карарар проголодаться,"кара бууры тӱгенер измучиться, вымотаться","ӧзӧк-бууры карарар проголодаться; кара бууры тÿгенер измучиться, вымотаться"
4701,1,"Алтынды кан- ча да кире карартсаҥ, кара болбос (Посл.) Сколько не черни хорошего человека, плохим не станет (букв. Сколько золото не черни, чёрным не станет)","алтынды канча да кире карартсаҥ, кара болбос (посл.) сколько не черни хорошего человека, плохим не станет (букв. сколько золото не черни, чёрным не станет)",,"Алтынды кан- ча да кире карартсаҥ, кара болбос (Посл.) Сколько не черни хорошего человека, плохим не станет (букв. Сколько золото не черни, чёрным не станет)"
4713,1,карачкы кып темница,карачкы кып темница,,карачкы кып темница
4727,1,карган ада дедушка,карган ада дедушка,карган эне бабушка,карган ада дедушка; карган эне бабушка
4746,1,"Кармай алзаҥ, кулагыҥ, кайа кӧрзӧҥ, кӧлӧткӧҥ (Посл.) Один как перст (букв. Схватишь себя","кармай алзаҥ, кулагыҥ, кайа кӧрзӧҥ, кӧлӧткӧҥ (посл.) один как перст (букв. схватишь себя","лишь уши твои, оглянешься — лишь тень твоя)","Кармай алзаҥ, кулагыҥ, кайа кӧрзӧҥ, кӧлӧткӧҥ (Посл.) Один как перст (букв. Схватишь себя — лишь уши твои, оглянешься — лишь тень твоя)"
4767,1,Эртенги картадаҥ бӱгӱнги ӧкпӧ артык (Посл.) Сегодняшнее лёгкое лучше завтрашней карты,эртенги картадаҥ бӱгӱнги ӧкпӧ артык (посл.) сегодняшнее лёгкое лучше завтрашней карты,,Эртенги картадаҥ бӱгӱнги öкпö артык (Посл.) Сегодняшнее лёгкое лучше завтрашней карты
4776,1,"Кайыш нокто ӱзӱлбес, Кару сӧс ундылбас (Посл.) Сыро- мятный недоуздок не порвётся, Ласковое сло- во не забудется","кайыш нокто ӱзӱлбес, кару сӧс ундылбас (посл.) сыромятный недоуздок не порвётся, ласковое слово не забудется",,"Кайыш нокто ÿзÿлбес, Кару сӧс ундылбас (Посл.) Сыро- мятный недоуздок не порвётся, Ласковое сло- во не забудется"
4779,1,кату каруузына турар нести ответ- ственность,кату каруузына турар нести ответственность,Јуунга келбеген улусты кату каруузына тургузар (Д. Каинчин) Не пришедших на собрание людей привлечь к строгой ответственности,кату каруузына турар нести ответ- ственность; Јуунга келбеген улусты кату каруузына тургузар (Д. Каинчин) Не при- шедших на собрание людей привлечь к стро- гой ответственности
4809,1,"кары јашта, кары јажында в старости","кары јашта, кары јажында в старости","Ат карызы – согымтык, эр карызы – ӧлӱмтик (Погов.) Старая из лошадей – для забоя, старый из мужчин – для смерти","кары јашта, кары јажында в старости; Ат карызы – согым- тык, эр карызы – ӧлÿмтик (Погов.) Старая из лошадей – для забоя, старый из мужчин – для смерти"
4810,1,"карыдаҥ јӧӧгӧн келин невестка, взятая со стороны","карыдаҥ јӧӧгӧн келин невестка, взятая со стороны",,"карыдаҥ јӧӧгӧн келин невестка, взятая со стороны"
4821,1,"Јоктуныҥ јаҥызы ӧлӧҥгӧ карылар (Погов.) Где тонко, там и рвётся (букв. Един- ственное [животное] бедняка сеном подавит- ся)","јоктуныҥ јаҥызы ӧлӧҥгӧ карылар (погов.) где тонко, там и рвётся (букв. единственное [животное] бедняка сеном подавится)",,"Јоктуныҥ јаҥызы ӧлӧҥгӧ карылар (Погов.) Где тонко, там и рвётся (букв. Един- ственное [животное] бедняка сеном подавит- ся)"
4826,1,кыпту карын сычуг,кыпту карын сычуг,"карын јуу нутряное сало, жир; кардына кару любитель поесть рын эдип 430 муҥ салковой берген (АЧ) В качестве взятки дал 430 тысяч рублей","кыпту карын сычуг; карын јуу нутряное сало, жир; кардына кару любитель поесть рын эдип 430 муҥ салковой берген (АЧ) В качестве взятки дал 430 тысяч рублей"
4838,1,"кере карыш пядь, раздвинутая до отказа","кере карыш пядь, раздвинутая до отказа","мерген карыш стрелковая пядь (мера длины, равная расстоянию между концами раздвинутых большого и указательного пальцев); јаба карыш 1) очень маленький; 2) очень короткий","кере карыш пядь, раздвинутая до отказа; мерген карыш стрелковая пядь (мера длины, равная расстоянию между кон- цами раздвинутых большого и указательного пальцев); јаба карыш 1) очень маленький; 2) очень короткий"
4846,1,"Кижиге оро каспа, бойыҥ тӱжериҥ (По- гов.) Не рой яму другому, сам упадёшь","кижиге оро каспа, бойыҥ тӱжериҥ (погов.) не рой яму другому, сам упадёшь",,"Кижиге оро каспа, бойыҥ тÿжериҥ (По- гов.) Не рой яму другому, сам упадёшь"
4861,1,"кат учук скрученная, очень крепкая нить","кат учук скрученная, очень крепкая нить",кат-кат в несколько слоёв,"кат учук скрученная, очень крепкая нить; кат-кат в несколько слоёв"
4884,1,катап-катап снова и снова,катап-катап снова и снова,"катап ла и снова; бир катап однажды, один раз; кӧп катап многократно; канча катап сколько раз (много раз)","катап-катап снова и снова; катап ла и снова; бир катап однаж- ды, один раз; кӧп катап многократно; канча катап сколько раз (много раз)"
4886,1,катаптаарыныҥ таблицазы таблица ум- ножения,катаптаарыныҥ таблицазы таблица умножения,,катаптаарыныҥ таблицазы таблица ум- ножения
4894,1,каткы эдип для смеха,каткы эдип для смеха,,каткы эдип для смеха
4897,1,талганча каткырар сме- яться до изнеможения,талганча каткырар смеяться до изнеможения,,талганча каткырар сме- яться до изнеможения
4903,1,"Каткычыны эр ээчир, чычкакчыны ийт ээчир (Погов.) Хохотунью преследует мужчина, страдающе- го поносом ― собака","каткычыны эр ээчир, чычкакчыны ийт ээчир (погов.) хохотунью преследует мужчина, страдающего поносом ― собака",,"Каткычыны эр ээчир, чычкакчыны ийт ээчир (Погов.) Хохотунью преследует мужчина, страдающе- го поносом ― собака"
4906,1,катуныҥ јери тюрьма,катуныҥ јери тюрьма,"кату баа твёрдая цена; кату кезедӱ строгое предупреждение; кату учук сухожильные нитки; кату ӧдӱк обувь из твёрдой кожи с твёрдой подошвой, с каблуками; кату кулак (кулагынаҥ кату) тугой на ухо, тугоухий, плохо слышащий; кату јорыкту ат тряская лошадь; кату базар образоваться мозоли; катуга бастырар впасть в тяжелое состояние; кату сананар принимать твёрдое решение; кату тудунар держать себя в руках, не распускать себя; Бий эжиги бийик, каан эжиги кату (Погов.) Дверь богача высока, дверь хана — крута","катуныҥ јери тюрьма; кату баа твёрдая цена; кату кезедÿ строгое предупреждение; кату учук сухожильные нитки; кату öдӱк обувь из твёрдой кожи с твёрдой подошвой, с каблуками; кату кулак (кулагынаҥ кату) тугой на ухо, тугоухий, плохо слышащий; кату јорыкту ат тряская лошадь; кату базар образоваться мозоли; ка- туга бастырар впасть в тяжелое состояние; кату сананар принимать твёрдое решение; кату тудунар держать себя в руках, не рас- пускать себя; Бий эжиги бийик, каан эжи- ги кату (Погов.) Дверь богача высока, дверь хана — крута"
4922,1,"качан бирде когда-нибудь, когда-либо","качан бирде когда-нибудь, когда-либо","качан-качан когда-нибудь; качан бир тушта 1) когданибудь, когда-либо; 2) однажды; качан ок уже, так скоро","качан бирде когда-нибудь, когда-либо; качан-качан когда-нибудь; качан бир тушта 1) когда- нибудь, когда-либо; 2) однажды; качан ок уже, так скоро"
4923,1,качан да болзо 1) когда бы то ни было,качан да болзо 1) когда бы то ни было,2) всегда;,качан да болзо 1) когда бы то ни было; 2) всегда;
4924,1,качаннаҥ бери (качаннаҥ ала) с каких пор,качаннаҥ бери (качаннаҥ ала) с каких пор,,качаннаҥ бери (качаннаҥ ала) с каких пор
4932,1,качкын чыккан украдена девушка (была умыкнута девушка),качкын чыккан украдена девушка (была умыкнута девушка),,качкын чыккан украдена девушка (была умыкнута девушка)
4943,1,каштак кӧс светлоглазый (обычно о русских или о людях с зелёными или голубыми глазами),каштак кӧс светлоглазый (обычно о русских или о людях с зелёными или голубыми глазами),,каштак кöс светлоглазый (обычно о русских или о людях с зелёными или голубыми глазами)
4947,1,"кебелгенче иштеер работать, не покладая рук, работать до изнеможения","кебелгенче иштеер работать, не покладая рук, работать до изнеможения",,"кебелгенче иштеер работать, не покладая рук, работать до изнеможения"
4949,1,оныҥ кебери чыгып калган на нём нет лица,оныҥ кебери чыгып калган на нём нет лица,,оныҥ кебери чыгып калган на нём нет лица
4975,1,"Кедер ат јортпос, ӧчӧш кижи укпас (Посл.) Упрямая лошадь не идёт, вредный человек не слушается","кедер ат јортпос, ӧчӧш кижи укпас (посл.) упрямая лошадь не идёт, вредный человек не слушается",,"Кедер ат јортпос, ӧчӧш кижи укпас (Посл.) Упрямая лошадь не идёт, вредный человек не слушается"
4984,1,"кедертинеҥ келген кижи человек, приехавший издалека","кедертинеҥ келген кижи человек, приехавший издалека",,"кедертинеҥ келген кижи человек, приехавший издалека"
4996,1,"Кеен тонду тӧмӧн барды, кеден тонду ӧрӧ барды (Заг.) Тот, который в прекрасной шубе, ушёл вниз, а тот, кто в холщовой, ушёл вверх","кеен тонду тӧмӧн барды, кеден тонду ӧрӧ барды (заг.) тот, который в прекрасной шубе, ушёл вниз, а тот, кто в холщовой, ушёл вверх",,"Кеен тонду тӧмӧн барды, кеден тонду ӧрӧ барды (Заг.) Тот, который в прекрасной шубе, ушёл вниз, а тот, кто в холщовой, ушёл вверх"
5024,1,Кезем сӧс кечӱ кечирбес (Погов.) Не подмажешь,кезем сӧс кечӱ кечирбес (погов.) не подмажешь,не подъедешь (букв. Грубое слово не позволит перейти переправу),Кезем сӧс кечÿ кечирбес (Погов.) Не подмажешь — не подъедешь (букв. Грубое слово не позволит перейти переправу)
5025,1,"кезер таш каменная стелла, балбал","кезер таш каменная стелла, балбал",,"кезер таш каменная стелла, балбал"
5028,1,кезик аразында иногда,кезик аразында иногда,,кезик аразында иногда
5039,1,кейи тудар 1) образовываться газам,кейи тудар 1) образовываться газам,2) быть легкомысленным; 3) изменять (об одном из супругов),кейи тудар 1) образовываться газам; 2) быть легкомысленным; 3) изменять (об одном из супругов)
5045,1,Кейленчекти байдаҥ танып болбозыҥ (Погов.) Хвастливого от богатого не отличишь,кейленчекти байдаҥ танып болбозыҥ (погов.) хвастливого от богатого не отличишь,,Кейленчекти байдаҥ танып болбозыҥ (Погов.) Хвастливого от богатого не отличишь
5054,1,Коркынчак очок ажыра кекенер (Посл.) Трус будет грозиться через очаг,коркынчак очок ажыра кекенер (посл.) трус будет грозиться через очаг,,Коркынчак очок ажыра кекенер (Посл.) Трус будет грозиться через очаг
5082,1,кеминде в пределах нормы,кеминде в пределах нормы,"кем jок ничего, сносно, терпимо; бир кеминде без изменений, на одном уровне; ӧйи-кеми јок безмерный, чрезмерный; кемине кӧрӧ по мере; кеминеҥ ажар (кеминеҥ ӧдӧр) переступить меру; кеминеҥ ажыра чрезмерно, выше меры; Ойын да болзо, ӧйлӱ, јыргал да болзо, (Погов.) Будь то игра, имеет время, кемдӱ будь то праздник, имеет меру","кеминде в пределах нормы; кем jок ничего, сносно, терпимо; бир кеминде без изменений, на одном уровне; ӧйи-кеми јок безмерный, чрезмерный; кемине кöрö по мере; кеминеҥ ажар (кеминеҥ öдöр) переступить меру; кеминеҥ ажыра чрезмерно, выше меры; Ойын да болзо, ӧйлÿ, јыргал да болзо, (Погов.) Будь то игра, имеет время, кемдÿ будь то праздник, имеет меру"
5084,1,"кем- кем кто-нибудь, кто-то, кто-либо","кемкем кто-нибудь, кто-то, кто-либо","Кем иштебес, ол курсак јибес (Погов.) Кто не работает, тот не ест","кем- кем кто-нибудь, кто-то, кто-либо; Кем иштебес, ол курсак јибес (Погов.) Кто не работает, тот не ест"
5095,1,Кейде кемјӱ бар эмес (Погов.) В воздухе меры нет,кейде кемјӱ бар эмес (погов.) в воздухе меры нет,,Кейде кемјÿ бар эмес (Погов.) В воздухе меры нет
5100,1,"кемжип калган ӧбӧгӧн мужчина, потерявший мужскую силу","кемжип калган ӧбӧгӧн мужчина, потерявший мужскую силу",,"кемжип калган öбöгöн мужчина, потерявший мужскую силу"
5118,1,"кара кендир посконь (мужская особь конопли, из которой вырабатывается волокно)","кара кендир посконь (мужская особь конопли, из которой вырабатывается волокно)",,"кара кендир посконь (мужская особь конопли, из которой вырабатывается волокно)"
5130,1,"кеҥ ӱндӱлер грам. широкие гласные токынай берди (И. Шодоев) Широко дыша (букв. грудь его расширяясь), мысли его успокоились","кеҥ ӱндӱлер грам. широкие гласные токынай берди (и. шодоев) широко дыша (букв. грудь его расширяясь), мысли его успокоились","Каака талайган сайын тыны кирип, кӧкси кеҥип турар (Д. Каинчин) Каака, с каждым размахом оживая, широко дышал; 2) разливаться, набирать силу (о звуке, голосе); кожоҥчыныҥ ӱни кеҥип, тыҥый берди голос певца разливаясь, усилился","кеҥ ÿндÿлер грам. широкие гласные токынай берди (И. Шодоев) Широко дыша (букв. грудь его расширяясь), мысли его успокоились; Каака талайган сайын тыны кирип, кöкси кеҥип турар (Д. Каинчин) Каака, с каждым размахом оживая, широко дышал; 2) разливаться, набирать силу (о звуке, голосе); кожоҥчыныҥ ÿни кеҥип, тыҥый берди голос певца разливаясь, усилился"
5131,1,кеҥиткен эрмек грам. распространённое предложение,кеҥиткен эрмек грам. распространённое предложение,,кеҥиткен эрмек грам. распространённое предложение
5141,1,"Кеен кап јыртылбас, кеп-сӧс кубулбас (Посл.) Широкий мешок не изорвётся, пословица не изменится","кеен кап јыртылбас, кеп-сӧс кубулбас (посл.) широкий мешок не изорвётся, пословица не изменится",,"Кеен кап јыртылбас, кеп-сöс кубулбас (Посл.) Широкий мешок не изорвётся, пословица не изменится"
5158,1,кер сай кедровый орех с темнеющим ядром,кер сай кедровый орех с темнеющим ядром,,кер сай кедровый орех с темнеющим ядром
5160,1,кер-куш миф. огромная птица,кер-куш миф. огромная птица,чудо-птица; кер бука миф. очень большой бык; чудо-бык; кер-јутпа миф. чудовище,кер-куш миф. огромная птица; чудо-птица; кер бука миф. очень большой бык; чудо-бык; кер-јутпа миф. чудовище
5171,1,"кере карыш пядь, раздвинутая до отказа (букв. широко)","кере карыш пядь, раздвинутая до отказа (букв. широко)","кере кӱн целый день; Кей куучынданган кечӱге јетпес, кере алтаган эжикке јетпес (Посл.) Говорящий пустое до переправы не дойдёт, кто широко шагает (букв. тот, кто гуляет целый день), тот до дверей не дойдёт","кере карыш пядь, раздвинутая до отказа (букв. широко); кере кÿн целый день; Кей куучынданган кечÿге јетпес, кере алтаган эжикке јетпес (Посл.) Говорящий пустое до переправы не дойдёт, кто широко шагает (букв. тот, кто гуляет целый день), тот до дверей не дойдёт"
5188,1,"каршулу керек преступное дело, преступление","каршулу керек преступное дело, преступление","керекке бодобос ни во что не ставить, презирать; керекке албас не обращать внимания","каршулу керек преступное дело, преступление; керекке бодобос ни во что не ставить, презирать; керекке албас не обращать внимания"
5189,1,"керек беди пусть, ну и пусть","керек беди пусть, ну и пусть",,"керек беди пусть, ну и пусть"
5194,1,Керексинбес кере тӱжине кейленер (Погов.) Беспечный целый день будет болтать,керексинбес кере тӱжине кейленер (погов.) беспечный целый день будет болтать,,Керексинбес кере тÿжине кейленер (Погов.) Беспечный целый день будет болтать
5213,1,Кериктиҥ койыны јыртык (Погов.) У скупца пазуха дырявая,кериктиҥ койыны јыртык (погов.) у скупца пазуха дырявая,,Кериктиҥ койыны јыртык (Погов.) У скупца пазуха дырявая
5218,1,Кериш-согуш јакшыга башта- бас (Погов.) Ругань к добру не приводит,кериш-согуш јакшыга баштабас (погов.) ругань к добру не приводит,,Кериш-согуш јакшыга башта- бас (Погов.) Ругань к добру не приводит
5223,1,"Керкизинде де бар, кемигинде де бар (Погов.) Оба хороши (букв. Есть [вина] и в топоре, и в кости)","керкизинде де бар, кемигинде де бар (погов.) оба хороши (букв. есть [вина] и в топоре, и в кости)",,"Керкизинде де бар, кемигинде де бар (Погов.) Оба хороши (букв. Есть [вина] и в топоре, и в кости)"
5250,1,"јол срезать путь, сокращать путь","јол срезать путь, сокращать путь","кезер ис кезер выслеживать; Јобош башты кылыш кеспес (Посл.) Покорную голову сабля не рубит спец. прорезь, выемка (на луке","јол срезать путь, сокращать путь; кезер ис кезер выслеживать; Јобош башты кылыш кеспес (Посл.) Покорную голову сабля не рубит спец. прорезь, выемка (на луке"
5259,1,тилин кестирер заставить замолчать,тилин кестирер заставить замолчать,,тилин кестирер заставить замолчать
5290,1,эвф. бистиҥ кижи муж (букв. наш человек),эвф. бистиҥ кижи муж (букв. наш человек),"кижи кӱӱндӱ человечный; кижи кӱӱни јок, кижи аайы јок бесчеловечный; кижи алар жениться; кижи алып берер женить; кижиге барар выходить замуж; кижи эдер воспитывать, делать человеком; тууразында кижилӱ болор иметь на стороне любовника (букв. человека); кижи болор: 1) достигать зрелого возраста; 2) быть человеком; 3) иметь достоинство, иметь лицо; кижи болбос 1) не сделать [хорошим] человеком; 2) не поправится, не выздоровеет (о больном)","эвф. бистиҥ кижи муж (букв. наш человек); кижи кÿÿндÿ человечный; кижи кÿÿни јок, кижи аайы јок бесчеловечный; кижи алар жениться; кижи алып берер женить; кижиге барар выходить замуж; кижи эдер воспитывать, делать человеком; тууразында кижилÿ болор иметь на стороне любовника (букв. человека); кижи болор: 1) достигать зрелого возраста; 2) быть человеком; 3) иметь достоинство, иметь лицо; кижи болбос 1) не сделать [хорошим] человеком; 2) не поправится, не выздоровеет (о больном)"
5298,1,"кизирт-табыш грохот, грохот-шум","кизирт-табыш грохот, грохот-шум",,"кизирт-табыш грохот, грохот-шум"
5300,1,баш терезин кийип алган очень похожий на кого-л. (букв. надел шкуру с головы),баш терезин кийип алган очень похожий на кого-л. (букв. надел шкуру с головы),,баш терезин кийип алган очень похожий на кого-л. (букв. надел шкуру с головы)
5302,1,колго кийдирер -,колго кийдирер -,,колго кийдирер -
5307,1,ак кийик зоол. северный олень,ак кийик зоол. северный олень,"Иженген тууда кийик јок (Погов.) В обнадёживших горах зверя нет (о напрасной надежде на чтолибо); Кижи болзо, атту болотон, кийик болзо, тӱктӱ болотон (Погов.) Если человек, то бывает с именем, если зверь, то бывает с шерстью","ак кийик зоол. северный олень; Иженген тууда кийик јок (Погов.) В обнадёживших горах зверя нет (о напрасной надежде на что- либо); Кижи болзо, атту болотон, кийик болзо, тÿктÿ болотон (Погов.) Если человек, то бывает с именем, если зверь, то бывает с шерстью"
5316,1,кийин-алды прошлое и будущее,кийин-алды прошлое и будущее,Кийин-алды буудакту эмтир,кийин-алды прошлое и будущее; Кийин-алды буудакту эмтир
5322,1,"Кийис чӧйилер, кижи ӧзӧр (Погов.) Войлок растягивается, человек растёт","кийис чӧйилер, кижи ӧзӧр (погов.) войлок растягивается, человек растёт",,"Кийис чöйилер, кижи öзöр (Погов.) Войлок растягивается, человек растёт"
5328,1,кийнинеҥ ары јамандаар за глаза плохо говорить,кийнинеҥ ары јамандаар за глаза плохо говорить,кийнинеҥ јӱгӱрер (базар) бегать (ходить) за кем-либо,кийнинеҥ ары јамандаар за глаза плохо говорить; кийнинеҥ јÿгÿрер (базар) бегать (ходить) за кем-либо
5329,1,"Коркыбас нӧкӧрине килеер, коркынчак бойына килеер (Посл.) Смелый беспокоится о товарищах, трус заботится о себе","коркыбас нӧкӧрине килеер, коркынчак бойына килеер (посл.) смелый беспокоится о товарищах, трус заботится о себе",,"Коркыбас нӧкӧрине килеер, коркынчак бойына килеер (Посл.) Смелый беспокоится о товарищах, трус заботится о себе"
5332,1,килемјиниҥ фонды благотворительный фонд,килемјиниҥ фонды благотворительный фонд,,килемјиниҥ фонды благотворительный фонд
5334,1,Уйалбас кижиниҥ маҥдайы килеҥ (Погов.) У бессовестного человека лоб гладкий,уйалбас кижиниҥ маҥдайы килеҥ (погов.) у бессовестного человека лоб гладкий,,Уйалбас кижиниҥ маҥдайы килеҥ (Погов.) У бессовестного человека лоб гладкий
5356,1,"кин эне женщина, принимавшая роды и перерезавшая пуповину","кин эне женщина, принимавшая роды и перерезавшая пуповину",кин бала единственный в семье ребёнок,"кин эне женщина, принимавшая роды и перерезавшая пуповину; кин бала единственный в семье ребёнок"
5357,1,"киндиги тайкылар, киндиги тӱжер надсадиться","киндиги тайкылар, киндиги тӱжер надсадиться",эр киндиктӱ 1) мужчина; 2) мужского пола,"киндиги тайкылар, киндиги тÿжер надсадиться; эр киндиктÿ 1) мужчина; 2) мужского пола"
5368,1,санаазы кирер умнеть,санаазы кирер умнеть,"санаазына кирер вспоминать; ичине кирер доходить до сердца, нравиться; колго кирер попадаться в руки, сдаваться; тыны кирер оживать; кӱчи кирип калган вошёл в силу, окреп; тӧлӱге кирер попасть в долги; эди-каны кирер войти в тело, поправляться; кепке кирер становиться общеизвестным, прославляться; јуртка (билеге) кирер влезать в семью","санаазы кирер умнеть; санаазына кирер вспоминать; ичине кирер доходить до сердца, нравиться; колго кирер попадаться в руки, сдаваться; тыны кирер оживать; кÿчи кирип калган вошёл в силу, окреп; тöлӱге кирер попасть в долги; эди-каны кирер войти в тело, поправляться; кепке кирер становиться общеизвестным, прославляться; јуртка (билеге) кирер влезать в семью"
5369,1,эдектиҥ кири мед. менструация,эдектиҥ кири мед. менструация,кирге уймап салар смешать с грязью,эдектиҥ кири мед. менструация; кирге уймап салар смешать с грязью
5372,1,"кире сӧс вступительное слово, предисловие","кире сӧс вступительное слово, предисловие","введение, вступление","кире сöс вступительное слово, предисловие; введение, вступление"
5378,1,"бир кирезинде без изменений, на одном уровне","бир кирезинде без изменений, на одном уровне",,"бир кирезинде без изменений, на одном уровне"
5385,1,колы кирелӱ жадный,колы кирелӱ жадный,"кылыгы кирелӱ нехороший, плохой (по характеру)","колы кирелÿ жадный; кылыгы кирелÿ нехороший, плохой (по характеру)"
5388,1,јуртка кирижер влезать в чужую семью,јуртка кирижер влезать в чужую семью,,јуртка кирижер влезать в чужую семью
5390,1,кириш сӧс грам. вводное слово,кириш сӧс грам. вводное слово,кириш эрмек грам. вводное предложение,кириш сöс грам. вводное слово; кириш эрмек грам. вводное предложение
5413,1,ийт ле киске чилеп јадар жить как кошка с собакой,ийт ле киске чилеп јадар жить как кошка с собакой,,ийт ле киске чилеп јадар жить как кошка с собакой
