entry_id,headword_raw,headword_norm,homonym_roman,pos_primary,labels,has_phrases,raw_text,page_start,page_end
13053,СЕЛБЕҤДЕШ,селбеҥдеш,,,,0,СЕЛБЕҤДЕШ см. селбектеш,578,578
13054,СЕЛБЕС,селбес,,,,0,"СЕЛБЕС ЭТпокачиваться, колебаться, трястись; Минип алган тай jолында учураган боро jырааларды ажыра калыганда, баштары jаҥыс аай селбес эдип калат (Э. Тоюшев) Когда его конь перепрыгивал через серые кустарники, встречающиеся на пути, их верхушки покачивались в одну сторону",578,578
13055,СЕЛБИ,селби,,,,0,"СЕЛБИ бельмо; ср. чел, ак 2; Каллистрат Учарды кӧрӧлӧ, чала кылчыр селбилӱ кӧстӧри тартылгакшып, чынга ла ачынып, кату унчуккан… (Д. Каинчин)",578,578
13056,Когда,когда,,,,0,"Когда Каллистрат увидел Учара, его слегка кoсые глаза с бельмом дёрнулись, всерьёз рассердившись, [он] строго сказал...",578,578
13057,СЕЛГЕЕН,селгеен,,,,0,"СЕЛГЕЕН покой; ср. амыр 1, серилте",578,578
13058,II;,ii,,,,0,"II; Эрден келген кӱн Абаныҥ эски чадыры кере тӱжине эмеш те селгеен билбеди (Б. Укачин) В день, когда приехал Эрден, старая юрта Аба целый день не знавала ни малейшего покоя за СЕЛЁДКА зоол. селёдка; ср. кызык; ол селёдка садып алды он купил селёдку баСЕЛЕҤДЕтрястись, колебаться; ср. силкин-; салкынга тура селеҥдейт от ветра дом трясётся",578,578
13059,СЕЛЕҤДЕТ-,селеҥдет,,,,0,"СЕЛЕҤДЕТпонуд. от селеҥдезаставлять трястись, колебаться; Уймылтыктардыҥ ыраактагы ла jууктагы адыжыныҥ табыжы jер ле теҥерини селеҥдедип тургандый билдирет (И. Шодовыев) Далёкий и близкий шум выстрелов пушки будто сoтрясают землю и небо",578,578
13060,-,-,,,,0,- 579 -,578,579
13061,СЕЛЕҤДЕТТИР-,селеҥдеттир,,,,0,СЕЛЕҤДЕТТИР-,579,579
13062,СЕЛЕҤДЕТТИР-,селеҥдеттир,,,,0,"СЕЛЕҤДЕТТИРпонуд. от селеҥдетзаставлять трястись, колебаться; агаш кӱр машиналарды селеҥдеттирет деревянный мoст трясёт машины",579,579
13063,СЕЛЕҤДЕШ-,селеҥдеш,,,,0,"СЕЛЕҤДЕШвзаимн.-совм. от селеҥдетрястись, колебаться (во множестве); ...Jерэне бомбалардыҥ, танктардыҥ кӱзӱртинеҥ селеҥдежет... (Э. Тоюшев) Мать-земля трясётся от грохота бомб, танков...; Кымыс бойыныҥ колындагы шыҥкыраган кӱзӱҥизин де ундып, […] каткызына чыдашпай, јаҥыс ла јарындары селеҥдежип јатты (Б. Укачин) Кымыс, забыв даже о звенящем колокольчике в своей руке, […] не могла удержаться от смеха, только лопатки её тряслись",579,579
13064,СЕЛЕҤДЕШ,селеҥдеш,,,,0,"СЕЛЕҤДЕШ тряска, колебание; абраныҥ селеҥдежине бажым оорыды от тряски повозки голова моя разболелась",579,579
13065,СЕЛЕСКЕ,селеске,,,,0,"СЕЛЕСКЕ 1. свободный; Мынызы, кандый да болзо, ташла ийдип барарынаҥ артык ― селеске болор ине (Э. Тоюшев)",579,579
13066,Это,это,,,,0,"Это всё-таки лучше, чем толкать камнем — будет свободнее ведь; 2. свободное место;",579,579
13067,Оноҥ,оноҥ,,,,0,"Оноҥ таскактыҥ бӱркӱзиниҥ алдына, ӧрӧ, бийик селескеде, барчактай салып койгон агаш айрууш-тырмууштарга баштанды… (И. Шодоев) Потом повернулся к разложенным в кучу деревянным вилам и граблям под навесом хлева, наверху, на высоком свободном месте…",579,579
13068,СЕЛЕСКЕЛЕ-,селескеле,,,,0,СЕЛЕСКЕЛЕположить свободно; тooрмoштoрды селескелей салып турдылар брёвна они клали свободно,579,579
13069,СЕЛЕСКЕЛЕЙ,селескелей,,,,0,"СЕЛЕСКЕЛЕЙ свободно; …Коля jунулган кийимдерлӱ тазты алып, тышкары селескелей тартылган чичкечек капрон армакчыга артып кургадарга апарды (И. Шодоев) …Коля, взяв таз с выстиранными вещами, пошёл на улицу сушить, перекинув на свободно растянутый капроновый аркан",579,579
13070,СЕЛЕСКЕЛЕН-,селескелен,,,,0,"СЕЛЕСКЕЛЕНсидеть свободно; «Беш кӱнниҥ туркунына слер jӱк ле тӧрт jӱc центнерди обоологоноор — деп, Танты-",579,579
13071,-,-,,,,0,"- 580 баров тыттыҥ тазылына селескелене отурды (Э. Палкин) «В течение пяти дней вы поставили в стог только четыреста центнеров сена» — сказав, Тантыбаров свободно сел на корень лиственницы",579,579
13072,СЕЛЕС,селес,,,,0,СЕЛЕС ЭТмелькать; агаштардыҥ oртoзында та не де селес этти между деревьями чтo-тo прoмелькнулo,579,579
13073,СЕЛИ-,сели,,,,0,"СЕЛИ1) менять, чередовать; вратарьды селиир заменить вратаря; 2) менять одежду, бельё; кийимиҥ сели смени одежду; ср. солы-",579,579
13074,СЕЛИН-,селин,,,,0,"СЕЛИН1) возвр. от сели-; эжинеле, селин искупавшись, смени [своё бельё]; 2) меняться (о погоде); Кӱн чыгар алдында тыҥ кызарып турган, удабай ла селине беретен эмтир (Э. Тоюшев) Солнце перед восходом сильно краснело, вскоре, значит, погода изменится",579,579
13075,СЕЛИТ-,селит,,,,0,СЕЛИТпонуд. от сели-; бичиктерин селидер oбменять книги; кӱӱни селидер чередовать музыку; кирлӱ кийимин селит заставь сменить грязную одежду,579,579
13076,СЕЛИТТИР-,селиттир,,,,0,СЕЛИТТИРпонуд. от селит-;,579,579
13077,ӱредӱчини,ӱредӱчини,,,,0,ӱредӱчини селиттирер заменить учителя; нoсoктoрын селиттир заставь сменить нoски,579,579
13078,СЕЛИШ-,селиш,,,,0,"СЕЛИШвзаимн.-совм от сели-; jериле селижер поменяться местами; санаалар селижип турды мысли чередовались; кийимин селижип кийер одевать одежду, обмениваясь друг с другом",579,579
13079,СЕЛИШ,селиш,,,,0,"СЕЛИШ 1) мена, смена; ср. солынта; jаҥныҥ селижи смена власти; 2) перемена; кӱн-айдыҥ селижи перемена погоды; 3) чередование; јааш ла кардыҥ селижи чередование дождя и снега",579,579
13080,СЕЛИШТИР-,селиштир,,,,0,СЕЛИШТИРпонуд. от селиш-; ойынчыктарды селиштир поменяй игрушки,579,579
13081,СЕЛИШТИРӰ,селиштирӱ,,,,0,СЕЛИШТИРӰ см. селиш,579,579
13082,СЕЛТ,селт,,,,0,СЕЛТ нареч. сразу; Алан бу ла тушта та недеҥ де улам эjезин селт танып ийди (Э. Палкин) В это же время Алан почему-то сразу узнал старшую сестру -,579,580
13083,СЕЛТ,селт,,,,0,"СЕЛТ ЭТвздрагивать; Ол адып ийерде, мен селт те этпегем (С. Суразаков) Когда он выстрелил, я даже не вздрoгнула",580,580
13084,СЕЛЬДЬ,сельдь,,,,0,СЕЛЬДЬ зоол. сельдь; ср. кызык; сельдь балыкты амзап кӧрдис мы попробовали рыбу сельдь,580,580
13085,СЕЛЬПО,сельпо,,,,0,"СЕЛЬПО уст. сельпо; ср. магазин; ...Бис эмди Васяныҥ эjезине келеле, оныҥ сельподоҥ алган пряниктерин jип отурар эдис (И. Кочеев) …Придя к тёте Васи, мы бы сейчас ели пряники, купленные ею в сельпо",580,580
13086,СЕЛЬСОВЕТ,сельсовет,,,,0,"СЕЛЬСОВЕТ сельсовет; сельсоветте jуун болотон эмтир оказывается, в сельсовете будет собрание",580,580
13087,СЕЛЬХОЗТЕХНИКА,сельхозтехника,,,,0,СЕЛЬХОЗТЕХНИКА сельхозтехника; сельхозтехниканыҥ садузы jарлалды объявлена продажа сельхозтехники,580,580
13088,СЕМАНТИКА,семантика,,,,0,СЕМАНТИКА лингв. семантика; сӧстӧрдиҥ семантиказын шиҥдеери изучение семантики слов,580,580
13089,СЕМАСИОЛОГИЯ,семасиология,,,,0,СЕМАСИОЛОГИЯ лингв. семасиология; семасиологияда шиҥделбеген сурактар эмди де кӧп в семасиологии ещё много неизученных вопросов,580,580
13090,СЁМГА,сёмга,,,,0,СЁМГА зоол. сёмга; салатка ыштаган сёмга кожуп салган в салат добавили копчёную сёмгу,580,580
13091,СЕМЕСТР,семестр,,,,0,СЕМЕСТР семестр; семестрди ӱчтер jок божотты закончил семестр без троек,580,580
13092,СЕМИНАР,семинар,,,,0,СЕМИНАР семинар; Удабас пропагандисттердиҥ областной семинары (И. Шодоев) Скоро областной семинар пропагандистов,580,580
13093,СЕМИНАРИСТ,семинарист,,,,0,СЕМИНАРИСТ семинарист; эҥ шыраҥкай семинарист деп адатты он был назван самым старательным семинаристом,580,580
13094,СЕМИР-,семир,,,,0,"СЕМИРтолстеть, полнеть, тучнеть, жирнеть, набирать вес; ол кенетийин семире берген она резко потолстела; мал-аш быjыл jакшы семирген скoт нынче хoрoшo набрал вес",580,580
13095,СЕМИРИШ,семириш,,,,0,СЕМИРИШ процесс ожирения; айдары јок семириш несказанное ожирение;,580,580
13096,-,-,,,,0,- 581,580,580
13097,СЕНАТОР,сенатор,,,,0,СЕНАТОР семирижинеҥ улам санааркаган переживал из-за своего ожирения,580,580
13098,СЕМИРТ-,семирт,,,,0,"СЕМИРТпонуд. от семирзаставлять толстеть, полнеть, тучнеть, жирнеть, набирать вес; Јайыла ол јум чӧлгӧ, кујурлу кӧлдӧргӧ малыбысты тойгызып, семиртип аларыс (Д. Каинчин) Всё лето на той плодородной степи, озёрах с солонцами дадим стаду насытиться, набрать вес",580,580
13099,СЕМИРТӰ,семиртӱ,,,,0,СЕМИРТӰ откармливание; мал-аштыҥ семиртӱзи откармливание скота,580,580
13100,СЕМИС,семис,,,,0,"СЕМИС полный, жирный; тучный; бӱткени ондый семис кижи по своей природе такой полный человек; Семизин [аттыҥ] кӧрзӧҥ! (С. Суразаков) Посмотри какой жирный [конь]!",580,580
13101,СЕМТЕЙ-,семтей,,,,0,"СЕМТЕЙкосматиться, лохматиться; ср. самтай-; чачы семтейип калган вoлoсы взлохматились",580,580
13102,СЕМТЕЙТ-,семтейт,,,,0,"СЕМТЕЙТпонуд. от семтейзаставлять косматиться, лохматиться; чачын ӧнӧтийин семтейтип алды волосы специально взлохматил",580,580
13103,СЕМТЕЙИШ-,семтейиш,,,,0,"СЕМТЕЙИШвзаимн.-совм. от семтейсoвместнo косматиться, лохматиться; балдары семтейишкен дети взлохмачены",580,580
13104,СЕМТЕЙИШ,семтейиш,,,,0,"СЕМТЕЙИШ косматость, лохматость; семтейишке ӱренип калган он привык к лохматости",580,580
13105,СЕМТЕК,семтек,,,,0,"СЕМТЕК косматый, лохматый; ср. самтар, салбар; семтек чачын тарайт ла тарайт свои косматые волосы расчёсывает и расчёсывает",580,580
13106,СЕН,сен,,,,0,"СЕН ты; Эрелдей, сен адым деп кӧп лӧ ыйламзыраба... (Э. Тоюшев) Эрелдей, ты по поводу своего коня много не хныкай...",580,580
13107,СЕНАТ,сенат,,,,0,СЕНАТ сенат; министр болорго кӱӱнзегендер сенаттыҥ камызын ӧттилер желающие стать министром прошли комиссию сената,580,580
13108,СЕНАТОР,сенатор,,,,0,СЕНАТОР сенатор; сенаторлордыҥ jуунында бистеҥ улус база болды на заседании сенаторов были и представители от нас -,580,581
13109,СЕНЕК,сенек,,,,0,СЕНЕК,581,581
13110,СЕНЕК,сенек,,,,0,"СЕНЕК сени; Караҥуй сенекке [Каран] чыгып келерде, тыҥ салкын согуп турды (Л. Кокышев) Когда [Каран] вышел в тёмные сени, дул сильный ветер",581,581
13111,СЕНИ-,сени,,,,0,"СЕНИ1) спадать; ср. сеҥ-; томонок тиштеген тижик сенибейт отёк от укуса комара не спадает; сооктор удабас сениир мoрoзы скoрo спадут; 2) утихомириваться, успокаиваться; ср. сеник-, тoкына-; јӱреги сениди сердце её успокоилось",581,581
13112,СЕНИК-,сеник,,,,0,"СЕНИКутихомириваться, успокаиваться; ср. сени2, тoкына-; Эки-ӱч ле карайлап чыгала, сениге берер (Э. Тоюшев) Дватри раза встав на дыбы, утихомирится",581,581
13113,СЕНИТ-,сенит,,,,0,СЕНИТпонуд. от сени-; сooк суу тижикти сенидер хoлoдная вoда снимет oтёк;,581,581
13114,Карагыстыҥ,карагыстыҥ,,,,0,"Карагыстыҥ чырайы чечектеп чыккан, jӱрегиниҥ типилдежин сенидип албай, письмоны ача тарткан (Э. Тоюшев) Лицо",581,581
13115,Карагыс,карагыс,,,,0,"Карагыс зацвело, не сумев успокоить стук сердца, она раскрыла письмо",581,581
13116,СЕНИТТИР-,сениттир,,,,0,СЕНИТТИРпонуд. от сенит-; тиштиҥ ooрузын укoллo сениттирди он снял зубную бoль укoлoм,581,581
13117,СЕНОКОСИЛКА,сенокосилка,,,,0,СЕНОКОСИЛКА с.-х. сенокосилка;,581,581
13118,"Сенокосилкалар,",сенокосилкалар,,,,0,"Сенокосилкалар, тырмууштар, байла, jазалган ла болбой (Э. Тоюшев) Сенокосилки, грабли, наверное, отремонтированы",581,581
13119,СЕҤЗЕЛ-,сеҥзел,,,,0,"СЕҤЗЕЛтрястись; ср. силкин-; Каран дезе јӱрегин бадырып болбой, сеҥзелип брааткан машинаныҥ кузовын арай ла сый тутпай баратты (Л. Кокышев) А Каран, сильно волнуясь (букв. не вмешая своё сердце), ехал, чуть не ломая кузов трясущейся машины",581,581
13120,СЕҤЗЕЛИШ-,сеҥзелиш,,,,0,"СЕҤЗЕЛИШвзаимн.-совм. от сеҥзел-; ойдыктарлу jолло улус сеҥзелижип баратты по дороге с ямами люди ехали, трясясь",581,581
13121,СЕҤЗЕЛИШ,сеҥзелиш,,,,0,"СЕҤЗЕЛИШ тряска; ср. согулыш, силкиниш; узак jолдо сеҥзелишке бажым оорыды от тряски в долгой дороге голова разболелась",581,581
13122,СЕҤЗЕЛТ-,сеҥзелт,,,,0,"СЕҤЗЕЛТпонуд. от сеҥзелзаставлять трястись; Калак, чанакты тыҥ сеҥзелтпе! (Л. Кокышев) Ради бога, сильнo не тряси сани!",581,581
13123,-,-,,,,0,- 582,581,581
13124,СЕПАРАТИЗМ,сепаратизм,,,,0,СЕПАРАТИЗМ сепаратизм; сепаратизмле тартыжу бoрьба с сепаратизмoм,581,581
13125,СЕПАРАТОР,сепаратор,,,,0,"СЕПАРАТОР сепаратор; Та качан ортозында [келин] уйларын саап, бозуларын азырап, сӱтти сепараторго ӧткӱрип ийетен (Д. Каинчин) Когда только [женщина], подоив коров, покормив телят, пропускает молоко через сепаратор",581,581
13126,СЕПИРТКЕ,сепиртке,,,,0,СЕПИРТКЕ биол. серпуха венценосная; ср. кызыл-баш,581,581
13127,СЕПСЕЙ-,сепсей,,,,0,"СЕПСЕЙвзлохмачиваться, растрёпываться; ср. селбей-, семтей-; Бичик кычырарына јеени эмеш темиге бергенине таадазы сӱӱнип, оныҥ сепсейе ӧзӱп калган кату чачын сыймай тудуп, айдатан: «Балам,",581,581
13128,ӱрен,ӱрен,,,,0,"ӱрен ле, адаҥды кӧрдиҥ бе?» (Ч. Чунижеков) Радуясь тому, что внук немного научился читать книги, поглаживая его взлохмаченные обросшие волосы, говорил: «Дитя моё, учись же, видишь своего отца?»",581,581
13129,СЕПСӰН,сепсӱн,,,,0,"СЕПСӰН лёгкий ветерoк; ср. эзин; Ол [Качук] комнатаныҥ кӧзнӧктӧрин кайра ачкылап ийерде, тышкартынаҥ кирген ару сепсӱн кыптыҥ ичинде уур кейди тургуза ла jеҥилтип ийди (И. Шодоев) Когда она [Качук] открыла настежь окна комнаты, свежий лёгкий ветер с улицы тут же развеял тяжёлый воздух в комнате",581,581
13130,СЕПСӰНДЕ-,сепсӱнде,,,,0,"СЕПСӰНДЕдуть (o лёгкoм ветерке); ср. эзинде-; Кӱн алдындагы серӱӱн эзин Тарыкка удура сепсӱндеп, оныҥ јӱзин јалай согуп турды (И. Шодоев) Предрассветный прохладный лёгкий ветерoк, дуя навстречу",581,581
13131,"Тарыку,",тарыку,,,,0,"Тарыку, облизывал его лицо",581,581
13132,СЕРА,сера,,,,0,СЕРА хим. сера,581,581
13133,СЕРВАНТ,сервант,,,,0,СЕРВАНТ сервант; сервантта энемниҥ хрусталь вазалары турат в серванте стоят мамины хрустальные вазы,581,581
13134,СЕРВИЗ,сервиз,,,,0,СЕРВИЗ сервиз; байрамныҥ столында сервиз белен болды на праздничном столе сервиз был готов,581,581
13135,СЕРГЕК,сергек,,,,0,"СЕРГЕК 1. чуткий, бдительный; Оныҥ [Кадынныҥ] толкузында jӱрӱмниҥ",581,581
13136,"ӱзӱлбес,",ӱзӱлбес,,,,0,"ӱзӱлбес, сергек колбузын сезереер... (Г. Чо- - рос-Гуркин) На её [Катуни] волнах почувствуете неразрывную, чуткую связь жизни...; 2. нареч. чутко, бдительно; койчы кижиге сергек уйуктаар керек чабану нужно спать чутко; ср. сергелеҥ",581,582
13137,СЕРГЕКТЕН-,сергектен,,,,0,"СЕРГЕКТЕНосвежаться; тышкары чыгып, сергектенип алды выйдя на улицу, освежился",582,582
13138,СЕРГЕЛЕҤ,сергелеҥ,,,,0,"СЕРГЕЛЕҤ бдительный, осторожный, чуткий; ср. сергек 1; Табытка сергелеҥ болзо до, је бир тужында арайдаҥ ла керекке кирбеди (С. Суразаков) Табытка, хотя и бдительный, но однажды чуть было не попал в беду",582,582
13139,СЕРГИ-,серги,,,,0,"СЕРГИ1) останавливаться, прекращаться; ср. сери2; Ондо кисельдӱ јараттар, элагаштыҥ бӱри болзо, элен-чакка јажыл турар, эдил куштар ӱни болзо, эр јажына бир сергибес (Д. Каинчин) Там кисельные берега, если дерево, то с вечнозелёными ветвями, если голоса певчих птиц, то вовеки не останавливаются; 2) успокаиваться; становиться спокойным, размеренным; «Мен бала эмезим, мекелебе мени» — деп, Абаныҥ тыныжы кенете јеҥилип ле сергип айдат (Б. Укачин) «Я не ребёнок, не обманывай меня» — говорит Аба, дыхание его вдруг становится лёгким и размеренным",582,582
13140,СЕРГИДИН-,сергидин,,,,0,СЕРГИДИНвозвр. от сергит-; сергидинип болбойт он не может остановиться; эмеш сергидинип алды он немного успокоился,582,582
13141,СЕРГИН-,сергин,,,,0,"СЕРГИНвозвр. от серги-; Чааптар эмди силкинип, сергинбей де, ээчижип алала, энезин бедреп, арканыҥ балыр ӧлӧҥи ортозына табылбай калдылар (К. Тёлёсов)",582,582
13142,Детёныши,детёныши,,,,0,"Детёныши косули теперь, встряхнувшись, даже не останавливаясь, идя друг за другом, выискывая маму, потерялись среди лесной сорной травы; ол сергинип, оноҥ ары сӧзин айтты успокоившись, он продолжил свою речь",582,582
13143,СЕРГИТ-,сергит,,,,0,"СЕРГИТпонуд. от серги-; А кӱӱк дезе бу кожоҥго база jӧмӧжип, ӱнин эмеш те -",582,582
13144,СЕРЕНАДА,серенада,,,,0,"СЕРЕНАДА сергитпейт (Б. Укачин) А кукушка, тоже вторя этой песне, пение своё (букв. голос свой) нисколько не останавливает; Сынын сергидип, керилип турды (Д. Кыдыев) Успокаивая своё тело, он потягивался",582,582
13145,СЕРЕ,сере,,,,0,"СЕРЕ 1) острога; Филарет чек ле тынбай барган, балыкка кемезин јууктадып келеле, ӱч тиштӱ серезин талайып чыккан (Д. Каинчин) Филарет совершенно перестал дышать, приблизив свою лодку к рыбе, замахнулся острогой с тремя остриями; 2) вилка; сереле ажанар кушать вилкой",582,582
13146,СЕРЕЕ,серее,,,,0,СЕРЕЕ см. сере,582,582
13147,СЕРЕЛЕ-,сереле,,,,0,"СЕРЕЛЕ1) вонзать острогой; [Филарет] серелеердиҥ кажы јанында кеме база ла келтес эткен (Д. Каинчин) Как тoлькo [Филарет] сoбрался вонзить острогой, лодка опять наклонилась; 2) вонзать вилкой; этти серелеер вонзать мясо вилкой",582,582
13148,СЕРЕМJИ,серемjи,,,,0,"СЕРЕМJИ 1) подозрение; Бу ла сӧстӧрдӧҥ Учар мылырап, серемjизин jылыйткан (Д. Каинчин) От этих самых слов",582,582
13149,Учар,учар,,,,0,"Учар расслабился, снял подозрение; 2) подозрительность; серемjи экелди вызвал подозрительность",582,582
13150,СЕРЕМЈИЛӰ,серемјилӱ,,,,0,"СЕРЕМЈИЛӰ 1. подозрительный; Карган эмеген «Керчь» деген сӧсти угуп ийеле, эмди Ленаны серемјилӱ кӧстӧриле ајыктап турды (Л. Кокышев) Услышав слово «Керчь», старуха теперь разглядывала",582,582
13151,Лену,лену,,,,0,"Лену подозрительными глазами; 2. нареч. подозрительно; Яким Шишковты серемјилӱ ајыктап, бир кезек унчукпай отурала, не болзо, ол болзын деп сананып, сурады... (С. Суразаков) Яким, подозрительно разглядывая Шишкова, помолчав некоторое время, подумав: «будь что будет», спросил...",582,582
13152,СЕРЕН-,серен,,,,0,"СЕРЕНподозревать; Оныҥ учун акыр не ле боло берди эмеш деп серенип, [Јаҥар",582,582
13153,Иванович],иванович,,,,0,"Иванович] куучынды озо баштады (Э. Тоюшев) Поэтому, подозревая, что что-то может произойти, [Дьанар Иванович] начал разговор первым",582,582
13154,СЕРЕНАДА,серенада,,,,0,СЕРЕНАДА серенада; сӱӱген кыска 583 -,582,583
13155,СЕРЕНГЕНДӰ,серенгендӱ,,,,0,"СЕРЕНГЕНДӰ учурлап, кӧп серенадалар чӱмдеген написал много серенад в честь возлюбленной",583,583
13156,СЕРЕНГЕНДӰ,серенгендӱ,,,,0,СЕРЕНГЕНДӰ нареч. подозрительно; ср. серемjилӱ 2; Келди кирип келген Буучай дӧӧн кандый да серенгендӱ кӧрӱп салды (Н. Бельчекова) Невестка как-то подозрительно посмотрела на вошедшего Буучая,583,583
13157,СЕРЕНИШ-,серениш,,,,0,СЕРЕНИШвзаимн.-совм. от серенсoвместнo подозревать; бастыразы ла бу кижиге сереништи все пoдoзревали этoгo челoвека,583,583
13158,СЕРЕНИШ,серениш,,,,0,СЕРЕНИШ 1) подозрение; тегин калас серениш напрасное подозрение; 2) подозрительность; качкынныҥ серенижи подозрительность беглеца; ср. серемjи,583,583
13159,СЕРЕҤКЕ,сереҥке,,,,0,"СЕРЕҤКЕ спички; Сереҥкедеҥ чагала, аттыҥ тӧрт туйгагына чачып та турадым (Э. Палкин) Разжигая спички, бросал даже к четырём копытам коня",583,583
13160,СЕРЖАНТ,сержант,,,,0,"СЕРЖАНТ сержант; Айылдап барар кӱӱни, анчада ла, ого [Тӱдрешке] сержант звание бергилеерде, тыҥыган (С. Суразаков) Желание погостить особенно усилилось, когда ему [Тудрешу] дали звание сержанта",583,583
13161,СЕРИ-,сери,I,,,0,"СЕРИI протрезветь; Эртезинде ол серип, jӱдеп jаткан Буучайды арбанып, уйалтып, jе удура бир сӧс укпайтан (Н. Бельчекова) На следующий день она бранила, стыдила протрезвевшего, мучающегося Буучая, но в ответ не слышала ни одного слова",583,583
13162,СЕРИ-,сери,II,,,0,"СЕРИII останавливаться, успокаиваться; ср. серги-; Карагыстыҥ ӱни серий ле берерде, уулдардыҥ ӱндери кӱҥӱреп чыкты (Э. Тоюшев) Как только голос Карагыс остановился, голоса парней загудели",583,583
13163,СЕРИЛТЕ,серилте,I,,,0,СЕРИЛТЕ I проветривание; беш минутка серилте проветривание на пять минут,583,583
13164,СЕРИЛТЕ,серилте,II,,,0,"СЕРИЛТЕ II остановка, передышка;",583,583
13165,Талаҥ-келеҥдер,талаҥкелеҥдер,,,,0,"Талаҥ-келеҥдер та јӱӱле берген, та кайткан, кӱӱктерде база серилте јок (Д. Каинчин) Жаворонки то ли с ума сошли, то ли что, у кукушек тоже передышки нет",583,583
13166,-,-,,,,0,- 584,583,583
13167,СЕРИТ-,серит,,,,0,"СЕРИТпонуд. от сериI заставлять протрезветь; айылдаҥ чыгарбай, серидер заставить протрезветь, не выпуская из дома",583,583
13168,СЕРИШ,сериш,,,,0,СЕРИШ протрезвление; кӱч сериш тяжёлoе протрезвление,583,583
13169,СЕРКЕ,серке,,,,0,СЕРКЕ кастрированный козёл; колхозто ол тушта канча муҥ серке болгон в колхозе тогда было несколько тысяч кастрированных козлов,583,583
13170,СЕРКПЕ,серкпе,,,,0,СЕРКПЕ церковь; Серкпениҥ ӱсти jанында карарган ташка jииттер jуулыжып тургулаган эмтир (Д. Каинчин),583,583
13171,На,на,,,,0,"На чернеющем камне за церковью, оказывается, собиралась молодёжь",583,583
13172,СЕРП,серп,,,,0,"СЕРП серп; Кырага аш таштаза, анчада ла серпле аш кезип, сноптор буулаза,",583,583
13173,Аграфенага,аграфенага,,,,0,Аграфенага једер кижи јок (Д. Каинчин),583,583
13174,Когда,когда,,,,0,"Когда сеяли пшеницу, особенно когда косили серпом колосья, завязывали снопы, не было равных Аграфене; Караҥуй, коркымчылу туулардыҥ ӱстинде серптий, чичке ай кӧрӱнип келди (Л. Кокышев) Над тёмными, жуткими горами показалась тонкая луна, похожая на серп",583,583
13175,СЕРПАНТИН,серпантин,,,,0,СЕРПАНТИН в разн. знач. серпантин; серпантиндӱ балдар jараш биjеледилер дети с серпантином красиво станцевали; туулардыҥ серпантиниле араай маҥтаттыс мы тихо ехали по горным серпантинам,583,583
13176,СЕРПЕС,серпес,,,,0,"СЕРПЕС ЭТвздрагивать; ср. селт эт-, серт эт-, атпас эт-; Куйрук серпес эделе, уурланып калган јыкпыктарын јӱк ле арайдаҥ ачып, куйдыҥ эжиги јаар кӧрди (Л. Кокышев) Куйрук, вздрогнув, еле открыв отяжелевшие веки, посмотрел на вход в пещеру",583,583
13177,СЕРПИ-,серпи,,,,0,"СЕРПИдёргать, трясти; Уул бажыла серпий соголо, кӱреениҥ ӧзӧгинде шуҥуп турды (Э. Тоюшев) Парень, тряхнув головой, нёсся в середине хоровода",583,583
13178,СЕРПИЛ-,серпил,,,,0,"СЕРПИЛстрад. от серпидёргаться, трястись; ср. сеҥзел-; трактoр бooчыга чыкканча серпилди трактoр трясся, пoка не пoднялся на перевал -",583,584
13179,СЕРПИЛИШ-,серпилиш,,,,0,"СЕРПИЛИШвзаимн.-совм. от писoвместнo дёргать, трясти; серпилижип туруп, карын, јеттис трясясь, накoнец, дoехали",584,584
13180,СЕРПИЛИШ,серпилиш,,,,0,"СЕРПИЛИШ дёргание, тряска; ...Таштарлу орык jолдордыҥ серпилижине кижиниҥ де бажы оорый берет... (Э. Тоюшев) ...От тряски на тропах с камнями даже человека голова заболеет...",584,584
13181,СЕРПИЛТ-,серпилт,,,,0,"СЕРПИЛТпонуд. от серпизаставлять дёргать, трясти; ӧнӧтийин серпилтти специальнo пoтряс",584,584
13182,СЕРПИШ,серпиш,,,,0,СЕРПИШ см. серпилиш,584,584
13183,СЕРТ,серт,,,,0,"СЕРТ ЭТвздрагивать; ср. селт эт-, пес эт-, атпас эт-; Мекечи кенете серт эдип, … јарындарын силкип ийгенин бойы билбей калды (Б. Укачин) Мекечи вдруг вздрогнув, … даже сам не заметил как встряхнул лопатками; Тискинин бош салып ийген ат бӱдӱриле берерде, ол серт этти (Н. Бельчекова) Когда конь с отпущенными свободно поводьями споткнулся, он вздрогнул",584,584
13184,СЕРТЕЙ-,сертей,,,,0,"СЕРТЕЙнавострить уши; ср. сертеҥде-, тыҥдалан-; Эне элик сертейип, ары-бери ајыктанат (С. Манитов) Мать-косуля, навострив уши, оглянулась по сторонам",584,584
13185,СЕРТЕЙТ-,сертейт,,,,0,"СЕРТЕЙТпонуд. от сертейнавострять уши; ср. сертеҥдет-; Чакыда буулап койгон ады … бажын каҥкайтып, эки кулагын сертейтип, … бир-эки оос киштеп ийди (Б. Укачин) Привязанный к коновязи конь его …, вскинув голову, навострив оба уха, один-два раза заржал",584,584
13186,СЕРТЕҤДЕ-,сертеҥде,,,,0,СЕРТЕҤДЕнавострять уши; ср. тей-; ийт сертеҥдейт сoбака навостряет,584,584
